"ID_REF"	"GSM634846"	"GSM634847"	"GSM634848"	"GSM634849"	"GSM634850"	"GSM634851"	"GSM634852"	"GSM634853"	"GSM634854"	"GSM634855"	"GSM634856"	"GSM634857"
"ILMN_1659894"	-0.234313159	-0.185656721	-0.122562359	-0.10231657	0.042660367	-0.176762728	-0.131353706	-0.136944626	-0.221027885	-0.202847764	0.012905904	-0.212283202
"ILMN_1659895"	4.299658002	4.160431887	3.972229444	4.836727626	5.286014928	5.268699296	4.448229132	4.876515588	4.08673201	5.102918242	5.142157453	4.958127169
"ILMN_1659905"												
"ILMN_1659913"	3.845050752	3.741430081	3.883338887	5.229325762	5.159322547	5.368724213	4.162739179	4.196933762	3.86537744	5.162066007	5.013007677	4.494013699
"ILMN_1659914"												
"ILMN_1659923"												
"ILMN_1659926"	-0.118731412	-0.196941558	-0.247028752	-0.443638412	-0.133981269	-0.41527637	-0.225974893	-0.243348862	-0.316753935	-0.169314416	-0.225436974	-0.37277374
"ILMN_1659929"												
"ILMN_1659936"	3.081955057	2.962755993	2.807858877	4.448555384	3.963094715	4.643075716	3.750962789	3.994756398	3.458589835	4.630445684	4.401233359	4.204279866
"ILMN_1659937"	1.510996513	1.641116788	1.500594084	0.697464302	0.527943931	0.635616311	1.453718237	1.103722675	1.457014329	0.807244725	1.012416298	1.355613406
"ILMN_1659943"												
"ILMN_1659947"												
"ILMN_1659950"												
"ILMN_1659952"	0.486456858	0.703645599	0.570232614	0.084896939	0.012056191	0.035849351	0.49468159	0.209942909	0.541428722	0.200863869	0.160493633	0.282669231
"ILMN_1659953"	0.539283111	0.379044212	0.283741094	-0.265611187	-0.309241395	-0.319136221	0.256873818	-0.070297992	0.246511719	-0.259663943	-0.200776195	-0.318843097
"ILMN_1659959"												
"ILMN_1659960"	2.877417766	2.485208858	2.782073327	2.063508755	2.323437562	2.350962837	2.410779968	2.246742774	2.246118865	1.659739203	1.651514236	1.436873217
"ILMN_1659975"	0.949401841	0.785822271	0.746554105	0.72337282	0.661726174	0.678258309	1.191730294	1.036799873	1.080592361	1.060234753	0.904024722	0.97065442
"ILMN_1659976"	0.609383925	0.910509588	1.057332773	0.071265277	0.234084146	0.157429921	0.624253635	0.772840109	0.897561554	0.322962968	0.318266568	0.247045169
"ILMN_1659980"												
"ILMN_1659982"												
"ILMN_1659984"	-0.213777763	-0.222717442	-0.337889644	0.03497003	-0.269147699	-0.082602533	-0.141858382	-0.293701664	-0.252054651	-0.129622075	-0.155686572	0.058912081
"ILMN_1659985"												
"ILMN_1659990"	2.070175167	1.525978929	1.571553435	1.394607625	0.70516341	2.410822164	1.614857477	1.303701776	1.355646902	2.71338489	2.342865351	2.18372025
"ILMN_1659991"												
"ILMN_1659995"												
"ILMN_1660000"	0.224021379	0.43782737	0.685238585	0.114213119	0.185574756	0.305048545	0.354004718	0.285993055	0.593625574	0.38425576	0.121797941	0.04722805
"ILMN_1660007"												
"ILMN_1660017"												
"ILMN_1660020"												
"ILMN_1660021"	2.579238022	2.47919698	2.597497499	3.040220601	3.127189432	3.339025547	2.440338019	2.449749301	2.298549628	3.451528299	3.281909943	2.458163452
"ILMN_1660027"	-0.091573853	-0.019379786	0.197903099	-0.454882672	-0.19510402	-0.381099648	-0.297046284	-0.358699928	-0.111063591	-0.467635698	-0.276279867	-0.450438978
"ILMN_1660031"												
"ILMN_1660036"												
"ILMN_1660043"												
"ILMN_1660060"												
"ILMN_1660063"	2.559169135	2.778451498	2.742139216	2.197307842	2.266810735	2.135348737	2.927552046	2.629297472	2.874454131	2.695717252	2.571166133	2.444859753
"ILMN_1660067"												
"ILMN_1660071"												
"ILMN_1660075"												
"ILMN_1660079"	0.422646043	0.422673209	0.607712239	0.002690728	-0.278268384	0.301975505	1.089594138	0.768099253	1.100576231	0.445509781	0.190617225	0.597770834
"ILMN_1660085"												
"ILMN_1660086"	3.394465354	3.368420346	3.428398716	4.946883165	3.736917703	4.432105241	2.651691636	2.078752368	2.969821386	2.079407409	3.835983832	4.931730695
"ILMN_1660094"												
"ILMN_1660095"												
"ILMN_1660097"												
"ILMN_1660099"												
"ILMN_1660103"												
"ILMN_1660104"												
"ILMN_1660108"												
"ILMN_1660111"	1.802444865	2.099100028	2.397099467	0.475260258	0.764626601	0.406889934	1.843223015	1.70750279	2.081425709	0.661795733	0.7777576	0.775352065
"ILMN_1660113"												
"ILMN_1660114"												
"ILMN_1660125"	2.106309261	1.92786654	1.638063925	2.483281123	2.073055297	2.246231735	1.93763792	1.350913069	1.951389012	1.914869159	2.121349222	2.011298693
"ILMN_1660126"												
"ILMN_1660133"												
"ILMN_1660144"	-0.24139508	0.012749891	-0.045627785	0.02908305	-0.106690945	-0.135665841	-0.026799514	0.014496998	-0.075762546	-0.133133539	-0.005223386	0.06524666
"ILMN_1660151"												
"ILMN_1660166"												
"ILMN_1660168"												
"ILMN_1660170"												
"ILMN_1660176"												
"ILMN_1660179"												
"ILMN_1660183"												
"ILMN_1660186"	2.112908566	2.052408621	1.907789602	2.408933766	1.985712956	2.363590748	2.412637911	2.344649645	2.372422397	2.690549839	2.527870018	2.55085152
"ILMN_1660187"												
"ILMN_1660193"	2.046913774	2.103033402	1.657781767	1.359420927	0.777223437	0.790238936	1.315933223	1.292392461	1.337475627	0.488062298	1.265172538	2.104624757
"ILMN_1660195"												
"ILMN_1660196"												
"ILMN_1660199"	1.426651891	1.471172399	1.573083405	0.801724454	1.075347235	1.062609734	1.756079298	2.058694445	1.683656381	1.212063495	1.24206713	0.934983687
"ILMN_1660200"	-0.146797653	-0.04302274	0.065744754	-0.258859433	-0.5326682	-0.622975567	3.63E-05	0.074277556	0.303695411	-0.516284478	-0.366693346	-0.258407547
"ILMN_1660204"												
"ILMN_1660208"												
"ILMN_1660217"												
"ILMN_1660222"	-0.242471515	-0.043139008	-0.017566642	-0.410734348	-0.415804157	-0.139913111	-0.304424365	-0.327899912	-0.10351743	-0.352044005	-0.36755223	-0.469941158
"ILMN_1660223"												
"ILMN_1660227"												
"ILMN_1660232"	4.502261696	4.618976594	4.364388551	4.204695196	3.682564339	3.645490902	3.961166598	3.967461423	3.555819882	3.122652586	3.763684147	4.004576387
"ILMN_1660241"												
"ILMN_1660247"												
"ILMN_1660260"												
"ILMN_1660261"												
"ILMN_1660270"	0.228943923	0.49038957	0.768912491	-0.202562029	-0.027830744	-0.305690995	0.374060721	0.602948169	0.597014242	-0.056919612	0.029810922	-0.069982694
"ILMN_1660275"	0.9813173	1.192016347	1.282371657	0.506870519	0.393595084	0.363460838	0.994151597	0.984099011	1.282964918	0.596190203	0.624962289	0.615558704
"ILMN_1660277"	0.743535501	1.054299071	1.309941987	-0.02684547	0.55381675	0.231927034	1.030052207	1.392358233	1.298108309	0.052644663	0.073649407	0.037835405
"ILMN_1660280"												
"ILMN_1660282"	-0.39422229	-0.295896773	-0.135677957	-0.399416788	-0.310001305	-0.340927525	-0.264415556	-0.418992969	-0.31419474	-0.383721622	-0.306323776	-0.497864205
"ILMN_1660283"												
"ILMN_1660288"												
"ILMN_1660292"	-0.197210136	-0.061095279	0.125807401	-0.424888634	-0.318868794	-0.295619602	0.461287095	0.392400525	0.756735263	-0.235439318	-0.267028221	-0.179173336
"ILMN_1660299"												
"ILMN_1660302"	-0.338985617	-0.195602401	-0.204529239	-0.044501652	-0.202990298	0.087130683	-0.078062552	-0.12576237	-0.207670201	-0.098382075	0.014122601	0.034053121
"ILMN_1660305"	0.466110136	0.772650242	0.680510308	-0.266731001	-0.098149842	-0.384741496	0.493905791	0.251628201	0.726970206	-0.309439717	-0.060862891	0.020562403
"ILMN_1660306"												
"ILMN_1660307"	-0.139672397	-0.054747265	-0.156968131	0.039240764	-0.002060889	0.005665624	-0.086490125	-0.099999012	-0.153639099	-0.090742336	0.019392871	0.112243341
"ILMN_1660315"												
"ILMN_1660317"												
"ILMN_1660320"	0.373135891	0.502995877	0.660840596	0.101750352	-0.020126932	-0.144503024	0.525060092	0.624876677	0.725743294	-0.308566636	-0.200451463	-0.335223438
"ILMN_1660321"												
"ILMN_1660323"	-0.26506715	-0.317624744	-0.203826166	0.038928351	-0.190745666	0.05805064	-0.417907376	-0.460380672	-0.49803202	-0.242425712	-0.234052332	-0.512130863
"ILMN_1660337"	-0.053413778	-0.120212885	-0.40783796	0.239281854	-0.002674513	0.130294821	0.113181698	-0.092381737	-0.19070495	-0.139029878	0.134359553	0.592731568
"ILMN_1660341"	0.399450915	0.50926471	0.829664365	0.486856292	0.46797138	0.333844915	0.740846908	0.403624738	0.724982108	0.372305808	0.412275163	0.435674222
"ILMN_1660342"												
"ILMN_1660343"	-0.195149954	-0.134439129	-0.209197476	-0.243691557	-0.359424882	-0.220778809	-0.215436145	-0.344082182	-0.284500789	-0.251763074	-0.313110507	-0.372962743
"ILMN_1660345"	-0.415685333	-0.245358365	0.073311116	-0.532270621	-0.370168037	-0.267359037	-0.035850201	0.247297057	0.375432957	-0.402699537	-0.285339437	-0.508070826
"ILMN_1660356"												
"ILMN_1660357"												
"ILMN_1660358"												
"ILMN_1660359"	-0.202009127	-0.23411998	-0.114201692	0.021374107	0.09690856	-0.019621596	-0.135402143	-0.059600179	-0.134990947	0.30800923	0.087735037	0.136769962
"ILMN_1660360"												
"ILMN_1660362"												
"ILMN_1660364"	2.37286583	2.461821226	2.265508738	1.789680575	1.300967685	1.688667956	1.853235166	1.497997363	1.725765866	1.287150419	1.352262518	1.517257949
"ILMN_1660368"	2.893657517	2.69850414	2.833617268	2.225269477	2.066770224	1.937452994	3.009470464	3.194589733	2.771591626	2.082645856	2.203183868	2.524072418
"ILMN_1660372"												
"ILMN_1660375"												
"ILMN_1660376"	5.352676063	5.338793109	5.083890844	7.035477029	7.201403459	6.898661511	5.65544737	6.099771938	5.118459995	6.475742412	6.613873078	6.225851334
"ILMN_1660377"												
"ILMN_1660379"	-0.145320992	-0.21254428	-0.132782378	-0.429290259	-0.27740975	-0.203744506	-0.007638756	-0.136919967	-0.088199945	-0.218713102	-0.187668985	-0.12412576
"ILMN_1660393"												
"ILMN_1660400"												
"ILMN_1660403"												
"ILMN_1660408"												
"ILMN_1660412"	-0.367899829	-0.177970665	-0.118178984	-0.47881943	-0.430951483	-0.588322548	0.116727148	-0.162321348	0.038852411	-0.453850483	-0.354225372	-0.310377556
"ILMN_1660413"												
"ILMN_1660424"												
"ILMN_1660426"	3.413981155	3.315015949	3.095977883	4.37751034	4.09045062	4.260840562	3.384316188	3.307710026	3.211834415	4.29440239	4.259439194	3.950979661
"ILMN_1660433"												
"ILMN_1660436"	1.477366605	1.995603702	1.855165315	2.027452537	2.378677436	1.599906212	3.9961927	4.156224589	3.748206077	3.319875277	3.742095445	4.938478983
"ILMN_1660439"	0.876867951	1.17334343	1.780701876	0.46366376	0.267107821	0.287892764	1.38640272	1.571939849	1.710550849	-0.002131617	0.222162044	0.179823255
"ILMN_1660440"												
"ILMN_1660446"												
"ILMN_1660451"												
"ILMN_1660462"	1.430523454	1.466220526	1.648387453	0.698069785	0.811285699	0.820764977	1.503083283	1.274080186	1.552498195	0.992986854	1.154139192	1.496964427
"ILMN_1660477"												
"ILMN_1660498"	5.194716823	5.354401713	5.234454601	5.720639882	5.729073497	5.350066584	5.622603818	5.53668466	4.984287117	5.358750083	5.49250904	5.036592503
"ILMN_1660501"												
"ILMN_1660504"												
"ILMN_1660509"												
"ILMN_1660519"												
"ILMN_1660533"	3.302381472	3.451928863	3.49096644	2.42609892	2.354780046	2.273731059	3.895658101	3.503379455	3.749890958	1.822572887	2.496354717	3.175762458
"ILMN_1660536"												
"ILMN_1660541"												
"ILMN_1660544"												
"ILMN_1660547"												
"ILMN_1660549"												
"ILMN_1660551"	0.187059224	0.218396803	0.503519941	0.30743372	0.27111755	0.198028088	0.327612434	0.269615206	0.466627224	0.22580554	0.273143304	0.278242896
"ILMN_1660552"												
"ILMN_1660554"	0.002948235	-0.147569671	-0.115489094	0.0299007	0.136297412	0.201891652	-0.202375612	-0.267786699	-0.131039898	0.063769267	0.130095642	0.180493537
"ILMN_1660568"	-0.239945315	-0.290679905	-0.316910907	-0.115589913	-0.217968131	-0.147006771	-0.279683729	-0.213541224	-0.307841057	-0.205604572	-0.039587382	-0.160284826
"ILMN_1660576"												
"ILMN_1660577"	3.462024822	3.379173792	3.641339852	4.486352342	5.408518827	4.676595447	3.905591542	4.06224318	3.733239795	4.552303603	4.424961904	3.712214657
"ILMN_1660579"	0.619626272	0.418085554	0.40635964	0.463208424	-0.015829693	0.227133421	0.165048853	0.194372567	0.67168025	0.306719584	0.385412207	0.381130217
"ILMN_1660582"	0.961724829	0.976525864	0.833830483	0.822671	0.841438984	0.864969425	0.986087883	0.919806567	0.963501922	1.095363042	1.188239905	0.910595992
"ILMN_1660585"	0.220228771	0.32084305	0.20903692	0.361214326	0.27365037	0.342111809	0.275765036	0.191379292	0.243054808	0.283382789	0.371692926	0.28004255
"ILMN_1660590"												
"ILMN_1660599"	0.184397815	0.163077068	0.322011082	-0.33215327	-0.364389977	-0.412088082	0.569591715	0.473825717	0.413182612	-0.437085625	-0.428536658	-0.394223175
"ILMN_1660600"												
"ILMN_1660602"	-0.393880463	-0.325086288	-0.24599937	-0.530612197	-0.452511425	-0.379951597	-0.461941276	-0.39994233	-0.136762924	-0.439353716	-0.441587331	-0.483572739
"ILMN_1660608"												
"ILMN_1660611"												
"ILMN_1660624"	0.429561923	0.112042365	0.210694564	-0.144035449	-0.244732546	0.21188009	0.117252347	0.212570146	0.253840062	0.396979806	0.128393011	-0.032923487
"ILMN_1660629"	2.447817743	2.257897821	2.116423602	2.808964746	2.283579251	2.871783932	2.113665966	1.672451242	1.953165472	2.471973541	2.39595836	2.377537726
"ILMN_1660633"												
"ILMN_1660635"	0.696330059	0.975740833	0.771017921	-0.330144745	-0.285585355	-0.398540169	0.563069544	0.471308763	0.647764252	-0.38318577	-0.101176008	-0.118303384
"ILMN_1660636"												
"ILMN_1660639"												
"ILMN_1660644"												
"ILMN_1660653"												
"ILMN_1660654"	1.081973049	1.166172246	1.285410548	1.283697566	2.255600834	1.398577736	1.108177914	1.35229761	1.189304826	1.40890611	1.575077911	1.091594101
"ILMN_1660655"												
"ILMN_1660658"												
"ILMN_1660661"	-0.430307755	-0.369478458	-0.036292401	-0.23139284	-0.570451123	-0.34460302	-0.41513675	-0.252105152	-0.046860562	-0.506211018	-0.515555108	-0.414742431
"ILMN_1660663"	-0.2252797	-0.194298501	-0.120522303	0.00041132	-0.164487957	-0.153176022	-0.210089633	-0.177205976	0.019267833	-0.188663476	-0.241037054	-0.032232271
"ILMN_1660669"												
"ILMN_1660674"												
"ILMN_1660686"												
"ILMN_1660691"	2.468943551	2.489694974	2.493069222	2.470525584	2.00770523	2.307322926	2.759680134	2.560013025	2.723340293	2.120148309	2.390769409	3.296216867
"ILMN_1660693"												
"ILMN_1660698"	0.754376348	0.684796082	0.431420706	0.45541955	0.331562581	0.560359881	0.555337416	0.363100176	0.627205251	0.888550697	0.751937128	0.595498923
"ILMN_1660700"												
"ILMN_1660701"												
"ILMN_1660703"												
"ILMN_1660709"												
"ILMN_1660718"												
"ILMN_1660721"												
"ILMN_1660723"	1.216603556	1.333469165	1.367071966	1.164924369	0.937703459	1.078122507	1.427379832	0.970664869	1.417783476	1.160644379	1.048211278	1.520427999
"ILMN_1660727"												
"ILMN_1660729"												
"ILMN_1660730"												
"ILMN_1660732"	-0.109008488	-0.022229514	-0.075540107	-0.247999138	-0.365122944	-0.223213693	-0.162043673	-0.252916711	-0.086709334	-0.221828279	-0.24045584	-0.250669005
"ILMN_1660741"												
"ILMN_1660749"	2.882701984	2.92542167	2.873261667	4.42091013	4.32764329	4.283129477	3.218838667	3.155387894	2.901386603	4.13028566	3.994423106	3.695468349
"ILMN_1660752"												
"ILMN_1660754"												
"ILMN_1660757"												
"ILMN_1660775"	4.613553221	4.63388739	4.556201988	5.788352591	5.660155294	5.739365003	5.132503265	5.557608858	4.544548493	5.230340632	5.521662459	5.732483522
"ILMN_1660778"												
"ILMN_1660786"												
"ILMN_1660787"	0.131561547	0.452313046	0.383748138	-0.427115969	-0.116750157	-0.235099502	0.09200573	0.261104687	0.733275916	-0.421904661	-0.314996372	-0.274084097
"ILMN_1660793"	1.57839578	1.622183252	1.687874439	2.381676412	2.410330139	2.56516284	1.929514387	1.69780337	1.775194479	2.781066242	2.415738972	2.355993364
"ILMN_1660794"	-0.157754277	-0.235216188	-0.317486355	-0.149732254	-0.107851686	0.116921397	-0.259897516	-0.244641323	-0.188163668	0.055494248	-0.044760821	-0.018282276
"ILMN_1660795"												
"ILMN_1660797"												
"ILMN_1660806"												
"ILMN_1660808"												
"ILMN_1660810"	0.841757694	0.880310895	0.887518192	0.280729571	0.457756656	0.488479972	0.826462636	0.58121699	0.696691146	0.130421679	0.410641579	0.303048397
"ILMN_1660812"												
"ILMN_1660815"												
"ILMN_1660816"												
"ILMN_1660817"	0.083212276	0.207137011	0.535353238	-0.291781971	-0.093313571	-0.041559016	0.201820251	0.146740653	0.364090143	-0.04677077	-0.085750685	-0.130587076
"ILMN_1660819"												
"ILMN_1660824"												
"ILMN_1660832"	3.058986066	3.579375307	3.885206818	2.836586324	3.208287986	2.378665707	3.444989749	3.321534909	3.679820552	2.357635982	2.439486333	2.321564636
"ILMN_1660836"												
"ILMN_1660837"	0.775885585	0.549132752	0.695096887	0.117710413	0.13514081	0.235291914	0.447044529	0.37583016	0.440432845	0.324197011	0.387769525	0.217226421
"ILMN_1660839"												
"ILMN_1660840"	0.446077488	0.933406229	1.009318883	-0.295933469	-0.409108156	-0.527395297	0.949852443	0.901718463	1.26193092	-0.473050663	-0.395145232	0.02091693
"ILMN_1660844"	1.751110776	2.024633048	2.063760045	1.556048538	1.801867525	1.583948469	1.766143639	1.749156587	1.841231146	1.853180446	1.775974966	1.689605485
"ILMN_1660847"	0.481181276	0.67968251	0.949921708	0.461561944	0.403873815	0.318846761	0.82816825	0.982036604	0.997767021	0.385658193	0.36532464	0.611434879
"ILMN_1660852"	-0.104566031	-0.048685767	-0.125812306	-0.340177231	-0.266295789	-0.227217971	0.02426767	-0.085431836	-0.064240252	-0.155111294	-0.140416652	-0.083928177
"ILMN_1660854"												
"ILMN_1660856"	-0.224529698	-0.025414758	-0.053913673	-0.064159539	-0.144871468	-0.009712036	-0.100494219	-0.046620323	-0.158667531	-0.180296264	-0.062346512	-0.320220866
"ILMN_1660858"												
"ILMN_1660864"												
"ILMN_1660865"												
"ILMN_1660868"	-0.186705017	-0.078036771	-0.06876422	-0.089328755	-0.185247558	-0.21046033	-0.188240776	-0.130623152	-0.116680339	-0.171168208	-0.114212625	-0.130044811
"ILMN_1660869"	0.188471829	0.390247969	0.606446675	0.276308425	0.245989469	0.043059147	0.469151867	0.416675597	0.624505612	0.502855335	0.311218009	0.288876166
"ILMN_1660871"	3.146286917	3.196420516	3.218307597	2.005701268	1.815968001	2.097531299	3.447928561	3.2319064	3.213426475	2.095184913	1.961212335	2.533160393
"ILMN_1660873"												
"ILMN_1660879"	-0.477496147	-0.39205005	-0.510075988	0.204053666	-0.151056305	0.050294516	-0.509154002	-0.49968117	-0.585517346	0.500665554	0.187317848	0.07068841
"ILMN_1660880"	1.592220959	1.563970048	1.699517007	1.653703982	1.734367752	1.893130541	1.378076261	1.220346508	1.463001579	1.829242179	1.653519543	1.56179577
"ILMN_1660882"												
"ILMN_1660886"												
"ILMN_1660890"												
"ILMN_1660898"												
"ILMN_1660900"	-0.1549877	-0.11328996	-0.021864506	-0.043129577	-0.094366411	-0.05610271	-0.071980118	-0.237505229	0.033239809	0.096026393	-0.017536557	-0.198659086
"ILMN_1660904"												
"ILMN_1660907"												
"ILMN_1660913"												
"ILMN_1660923"	0.716425977	1.231190615	1.953140776	0.204313044	0.218096375	0.054198138	1.320849071	1.40281494	1.617836676	-0.11288829	0.261682413	0.151815651
"ILMN_1660927"	-0.393289483	-0.330348771	-0.451976579	-0.396036471	-0.183858804	-0.386813495	-0.206256234	-0.115160843	-0.10037278	-0.13074303	-0.199604217	-0.41075045
"ILMN_1660935"	-0.308162386	-0.27040179	-0.179004038	-0.461575473	-0.532649127	-0.517495368	-0.368616456	-0.403277228	-0.369704125	-0.496718892	-0.473690488	-0.515886136
"ILMN_1660938"	0.024522184	0.154579916	0.456648901	-0.231583119	0.071686683	-0.188105111	0.117533824	0.113791753	0.385340963	-0.246962748	-0.208898537	-0.089782463
"ILMN_1660942"												
"ILMN_1660955"												
"ILMN_1660963"												
"ILMN_1660964"												
"ILMN_1660965"	-0.108083084	-0.188397814	-0.014572656	-0.142641699	0.059755358	-0.077698492	0.024127654	-0.330226416	0.145998262	0.002803542	-0.090252991	-0.013415675
"ILMN_1660970"												
"ILMN_1660971"	0.122752437	-0.088035046	-0.056520491	0.330101888	0.217119426	0.395735189	-0.158916145	-0.007140505	-0.080485106	0.512317809	0.126716384	-0.216240796
"ILMN_1660972"												
"ILMN_1660973"	-0.109847225	-0.05209773	-0.100180739	-0.178275475	-0.310464312	-0.035900589	-0.133374551	-0.178621932	-0.253715155	-0.14781716	-0.272397449	-0.349779828
"ILMN_1660976"												
"ILMN_1660978"												
"ILMN_1660980"												
"ILMN_1660982"												
"ILMN_1660985"												
"ILMN_1660986"	-0.169527915	-0.241790127	-0.317130797	-0.155690544	-0.158390965	-0.095325604	-0.254308073	-0.159748176	-0.156221259	-0.157645508	-0.142155323	-0.059516508
"ILMN_1660989"												
"ILMN_1660991"												
"ILMN_1660995"												
"ILMN_1660999"												
"ILMN_1661000"	-0.231221659	-0.099873585	-0.099269035	-0.373745969	-0.089255832	-0.264622523	-0.122312817	0.157309791	0.001253107	-0.339590809	-0.249078748	-0.210704187
"ILMN_1661002"	3.380380387	3.496211527	3.272202254	2.91671869	2.698795578	2.780139351	3.143482622	3.029747489	3.175100701	2.770087175	2.91888639	3.447739898
"ILMN_1661003"												
"ILMN_1661004"												
"ILMN_1661010"												
"ILMN_1661013"												
"ILMN_1661021"												
"ILMN_1661022"												
"ILMN_1661032"												
"ILMN_1661039"	-0.252971954	-0.119784304	-0.12122389	-0.426009189	-0.352736695	-0.303466472	-0.323690882	0.224390805	0.038022217	-0.230429155	-0.334751707	-0.141532185
"ILMN_1661040"												
"ILMN_1661043"												
"ILMN_1661051"												
"ILMN_1661052"												
"ILMN_1661055"												
"ILMN_1661066"												
"ILMN_1661076"												
"ILMN_1661078"	-0.315385705	-0.34363246	-0.41289532	-0.183346108	-0.241046411	-0.248336276	-0.361543246	-0.157165453	-0.444421657	-0.210219049	-0.224222723	-0.172658916
"ILMN_1661083"												
"ILMN_1661106"												
"ILMN_1661109"												
"ILMN_1661113"												
"ILMN_1661128"												
"ILMN_1661129"												
"ILMN_1661137"												
"ILMN_1661138"	1.40196235	1.304833794	1.313128706	0.902255071	1.019597775	0.739180848	1.066827305	0.882942986	1.079426304	1.095206764	1.08471299	1.020383342
"ILMN_1661142"	0.063611349	0.183155442	0.236698351	-0.154502024	-0.191034372	-0.07601859	-0.007497235	0.241607144	0.152409443	0.011877008	0.044565135	-0.229331981
"ILMN_1661143"												
"ILMN_1661149"												
"ILMN_1661155"												
"ILMN_1661156"												
"ILMN_1661158"												
"ILMN_1661160"												
"ILMN_1661161"												
"ILMN_1661169"												
"ILMN_1661170"	4.749480131	4.528685529	4.374890511	6.157455609	6.30336465	6.248743765	4.86766809	5.009845901	4.411033293	6.058236919	5.922893875	5.375989094
"ILMN_1661172"	-0.355518637	-0.280381131	-0.204894924	-0.186473174	-0.262043901	-0.282528335	-0.37135255	-0.226816819	-0.08077523	-0.355905346	-0.265908287	-0.335794671
"ILMN_1661173"	0.386780527	0.867963921	0.971430669	-0.092307087	0.354661471	0.109225884	0.486263415	0.843819628	0.802333199	0.052942143	0.288559711	-0.026319317
"ILMN_1661174"	3.730757408	3.570145243	3.263372165	4.169578148	3.944475737	4.328272811	3.495983535	3.463519359	3.279825113	4.549213865	4.219938357	3.887315714
"ILMN_1661178"												
"ILMN_1661188"												
"ILMN_1661189"												
"ILMN_1661194"	1.51834055	1.11392768	1.069998271	1.718945706	1.412312828	1.727557005	1.224763817	1.063580765	1.167930781	2.232608717	1.811219068	2.084803431
"ILMN_1661196"												
"ILMN_1661197"	-0.128023144	-0.306786388	-0.325437346	-0.150360585	-0.169387309	-0.018756419	-0.427345893	-0.28303075	-0.261534797	0.08501674	-0.182196939	0.250016444
"ILMN_1661200"												
"ILMN_1661220"												
"ILMN_1661223"												
"ILMN_1661230"												
"ILMN_1661232"												
"ILMN_1661236"												
"ILMN_1661251"	-0.309840714	-0.188252192	-0.218720092	-0.042032004	-0.17277144	0.076194142	-0.051932458	-0.278840685	-0.227427044	-0.130703787	-0.086439304	0.072963881
"ILMN_1661255"												
"ILMN_1661261"												
"ILMN_1661264"	4.420160588	4.363894783	4.127316958	5.019595659	4.733727843	4.969798434	4.091435695	4.163573206	3.854293682	4.921983968	4.686677087	4.647630761
"ILMN_1661266"	2.027258092	2.245642404	2.649470573	-0.287705389	-0.265991491	-0.209441916	2.572304824	2.404716093	2.376638624	-0.242229795	-0.237418858	-0.355037065
"ILMN_1661269"												
"ILMN_1661275"												
"ILMN_1661282"												
"ILMN_1661288"												
"ILMN_1661289"												
"ILMN_1661292"												
"ILMN_1661293"	0.268895963	0.246557614	0.342421568	0.182773609	0.361093052	0.027308365	0.094292811	0.193473794	0.214989001	0.219704903	0.065942893	-0.189531029
"ILMN_1661299"	1.638000651	1.451868548	1.299145372	0.91379427	0.568932943	1.057758323	0.913774191	0.837528082	1.134487424	0.895134656	0.668657306	0.538334174
"ILMN_1661301"	-0.290768256	-0.2674551	-0.283184872	-0.065784554	-0.246929133	0.022955307	-0.134358383	-0.190629257	-0.274730191	-0.22753555	-0.153755615	0.044009576
"ILMN_1661303"												
"ILMN_1661306"	4.489306212	4.355010555	4.219049725	6.010096048	5.86689777	5.942094003	4.562915921	4.614526147	4.085839	5.695891894	5.482775684	4.946064126
"ILMN_1661307"												
"ILMN_1661309"												
"ILMN_1661314"												
"ILMN_1661325"	-0.228771493	-0.106135851	-0.032444395	-0.250109609	-0.159223149	-0.148577216	-0.082392491	-0.045414357	-0.052394525	-0.163829047	-0.150356228	-0.330230346
"ILMN_1661332"												
"ILMN_1661335"	4.623959862	4.019833718	3.625825258	4.558198509	2.488304826	3.622001256	3.292801859	2.78792684	3.510849227	1.324311067	2.980788206	3.648641906
"ILMN_1661337"	2.570895904	2.81626059	2.710349342	2.972140585	2.601189688	2.764261282	3.222793949	2.724608573	2.805987335	3.147778572	2.942279783	3.139119502
"ILMN_1661342"	0.394994037	0.659284645	0.949468503	0.113749313	-0.05495808	0.19876933	0.71106851	0.598380987	0.974481739	-0.218172155	-0.172589699	0.22106619
"ILMN_1661343"												
"ILMN_1661344"												
"ILMN_1661346"	3.150242345	2.907855791	2.918226427	2.156978292	2.409325046	2.141200738	2.843398927	3.275837173	3.044816164	2.494172345	2.717504936	2.502518199
"ILMN_1661348"												
"ILMN_1661351"												
"ILMN_1661355"												
"ILMN_1661357"	-0.286486476	-0.260618194	-0.273533679	0.024833346	-0.074860186	-0.077639773	-0.111740749	-0.256925846	-0.281928433	-0.152585381	-0.012724869	-0.054532149
"ILMN_1661359"												
"ILMN_1661363"	-0.408370109	-0.371601085	-0.555435518	0.129820475	0.006047105	0.019711112	-0.064374694	-0.280874864	-0.386528495	-0.257530197	0.13554899	-0.17702523
"ILMN_1661366"	0.115996798	0.787829546	1.522801496	-0.267754589	-0.313589014	-0.385680397	0.622354666	0.725302632	1.478695667	-0.315467379	-0.289980199	-0.37190572
"ILMN_1661372"												
"ILMN_1661373"												
"ILMN_1661376"												
"ILMN_1661387"												
"ILMN_1661389"												
"ILMN_1661395"												
"ILMN_1661399"												
