ID_REF	DESCRIPTION	GSM1191286	GSM1191287	GSM1191288	GSM1191289	GSM1191290	GSM1191291	GSM1191292	GSM1191293
7898034		-0.015943527	0.01594305	0.42033434	0.28847837	-0.067135334	-0.45932722	-0.25058603	0.22714138
7898040		-0.10309982	-0.3216896	0.3438444	0.16305351	-0.165061	-1.0205936	0.103099346	0.2049141
7898048		-0.09386778	-0.015518665	0.58424616	0.23498249	0.015518665	-0.35749817	-0.058926105	0.3721223
7898052		-0.05790329	-0.1607523	-0.26425838	0.057903767	-0.17041159	0.10682058	0.10979128	0.44220924
7898057		0.24711132	-0.004027367	-0.4529891	0.08568287	0.004027844	0.07138634	-0.298738	-0.24408388
7898070		-0.67213106	-0.4537716	0.37303066	0.40744972	-0.5175891	0.19618368	-0.019721031	0.019720554
7898084		-0.051758766	0.051759243	-0.20288515	0.090168476	-0.38520002	0.80177593	-0.28744936	0.19755983
7898102		0.62823343	0.38068485	-0.20285416	-0.14458513	0.3217845	-0.19098377	0.14458513	-0.63657093
7898112		0.20114994	-0.029495716	0.2802577	1.1468201	-0.2718315	0.029495716	-0.33633852	-0.3131566
7898115		0.3859763	0.82201195	-0.12805748	0.12805796	0.50298357	-0.22625542	-0.27028418	-0.72311115
7898124		-0.24633932	0.07329893	0.79489946	0.2897706	-0.5122738	0.1970129	-0.07329941	-0.4351406
7898161		0.38519812	0.20424557	-0.15809774	-0.106215	0.10621548	0.1578269	-0.1511774	-0.3230629
7898167		0.44609976	0.29213667	0.0403924	-0.150424	0.27131557	-0.0403924	-0.10762501	-0.27037668
7898176		-0.050215244	0.08300114	-0.27905703	-0.03432083	0.110004425	-0.060393333	0.04353237	0.03432083
7898184		0.44670486	0.081818104	0.12883711	-0.08181763	-0.12705374	-0.11002016	0.34747314	-0.5089555
7898192		-0.33435488	-0.059545994	0.41333675	0.008358955	0.08700323	0.266212	-0.008358479	-0.067435265
7898209		0.026147842	0.15067768	-0.3779831	-0.20424175	0.11896801	0.06720543	-0.28295135	-0.026147842
7898211		-0.23599339	-0.10307217	0.251194	0.3017764	-0.344203	0.17750168	-0.09418821	0.09418821
7898227		0.011761665	-0.011762142	-0.7625327	-0.5521741	0.5079503	0.19690132	0.10846758	-0.16697025
7898249		0.121343136	0.1261015	-0.66047716	0.014182091	-0.014182568	0.13254309	-0.5449796	-0.4681716
7898256		0.52660847	0.22985029	-0.5232563	-0.4038129	0.3478055	-0.20628262	0.20628262	-0.41813564
7898263		0.37656212	-0.048017025	-0.18096828	0.16564608	0.15463686	-0.21902514	0.048017025	-0.09946346
7898276		-0.14089108	-0.34504795	0.30650043	0.2834921	-0.09625721	-0.077786446	0.077786446	0.33702564
7898278		-0.6649108	-0.051546574	0.33466673	0.44144392	-0.35500908	0.13304996	0.029501915	-0.029501915
7898294		0.032526016	0.16782618	-0.74994135	-0.5037756	0.31614685	0.23112202	-0.032526016	-0.5304985
7898296		-0.012056828	-0.02793026	0.83071566	0.012057304	-0.17070198	0.24878025	-0.14057589	0.12693453
7898300		0.003316402	-0.030628681	0.1517415	0.29792166	0.37025928	-0.1061306	-0.13874817	-0.003315926
7898314		0.042417526	-0.10177612	0.511909	-0.07083988	0.23042917	-0.4947152	0.1257019	-0.042418003
7898328		0.93297863	0.8238077	-1.4299259	-0.49405956	0.8265829	0.20379639	-0.20379686	-0.6198001
7898337		-0.5772567	-0.79084444	0.1485138	0.19776678	-0.6391859	0.014736652	0.005971909	-0.005971909
7898350		-0.16096067	0.023239136	0.39072037	0.9577131	-0.3960848	-0.55429983	-0.023239136	0.18300486
7898353		0.048336983	0.108267784	-0.41619205	-0.27980614	0.22720337	0.25551128	-0.048336983	-0.58191633
7898355		-0.009911537	-0.012346268	0.029147148	0.009911537	0.17899942	-0.012397766	0.39741182	-0.012404919
7898357		0.35784817	0.050265312	-0.51853704	-0.050265312	0.31576347	0.055823803	-0.24213266	-0.2042408
7898371		-0.46555376	0.027235508	-0.14040232	-0.027235031	0.41610909	0.09590769	-0.29720068	0.12702131
7898373		0.30260468	-0.036539555	0.05770111	-0.049623966	0.060154438	0.036539078	-0.287786	-0.09225845
7898375		0.7875562	0.6517992	0.001766205	-0.009079456	0.47950602	-0.28056812	-0.38608027	-0.001766205
7898377		0.23096514	0.089334965	-0.4505477	0.06693792	0.043259144	-0.4676962	-0.04325962	-0.5704808
7898405		0.058820248	0.108044624	-0.05881977	0.17237854	-0.29154062	0.7078004	-0.31951046	-0.37258244
7898407		-0.04679537	0.16620207	-0.47405577	-0.6627636	0.45850468	-0.45514488	0.04679537	0.09452438
7898411		0.7890334	0.652081	0.003520012	-0.013696194	0.48349714	-0.27910948	-0.38737392	-0.003519535
7898413		-0.02733469	0.02733469	0.15478563	0.10140324	-0.18230724	0.06582117	-0.7305932	-0.1201334
7898431		0.7327471	0.15427399	0.07054615	-0.010870934	0.010870934	-0.3352437	-0.85323954	-0.305233
7898448		-0.33057404	0.15094376	-0.15563488	0.32618856	-0.13621807	0.6016669	-0.14313745	0.1362176
7898466		0.07961607	-0.25175667	-0.07961655	0.2607813	0.26170254	-0.2911706	0.2618699	-0.24838924
7898483		0.47246122	0.2701316	-0.21213675	0.015025616	0.7198229	-0.16503859	-0.015025139	-0.24346256
7898516		0.25075197	0.6343374	1.2422595	1.055821	-0.25075197	-0.41600227	-0.2696042	-0.41423798
7898521		0.17126465	0.17365313	-0.62713957	-0.60320663	0.23158169	-0.15019941	0.15019894	-0.50589037
7898533		0.035800457	0.18216991	0.11690378	-0.07835913	0.25263214	-0.17343187	-0.035800934	-0.18046522
7898535		-0.17647123	-0.22659254	0.17006207	0.17638826	-0.2012124	0.3887868	-0.17006254	0.29241562
7898537		-0.11457634	0.046078205	0.34166336	0.002825737	0.06474447	-0.00282526	-0.3231926	-0.47683
7898549		-0.1843915	-0.11465025	0.28306723	0.57278967	-0.09053993	-0.2526784	0.15432024	0.090539455
7898556		0.6803112	-0.011694431	-0.41843557	0.011694431	0.6064601	0.04038763	-0.14830685	-0.0445323
7898568		0.14595032	-0.103074074	0.27039623	-0.04713154	0.1230402	-1.1059108	-0.39395332	0.04713154
7898570		0.08106518	0.3869009	-0.8949113	-0.4833541	0.27475548	0.10167074	-0.081065655	-0.27425098
7898572		0.0525198	-0.020646095	0.4549117	0.020645618	0.060467243	-0.5215163	-0.16144419	-0.13017988
7898574		-0.06686306	0.06686211	0.39135933	0.27021503	-0.30657196	-0.22208786	-0.09867859	0.25730896
7898582		0.8949404	0.68411446	-0.85470295	-0.4291525	0.69867516	0.3182888	-0.3182888	-0.54518604
7898585		0.018253326	-0.018253326	0.04520607	-0.16647148	0.121572495	0.21000624	-0.43422127	-0.16167974
7898594		1.3097653	0.6064086	-0.19366169	-0.043337345	0.52790785	0.043337822	-0.38739872	-0.39639187
7898602		-0.6130533	0.12398863	0.24919271	0.51063967	-0.47291517	0.23393917	-0.3953719	-0.123989105
7898607		0.60317945	0.62415075	-0.71809673	-0.3067913	0.7997284	0.057895184	-0.057895184	-0.29339266
7898609		0.01342535	-0.3171072	-0.005848408	0.31395292	-0.48596573	-0.33741808	0.11993837	0.005848408
7898616		0.27680683	0.048696995	-0.32341814	-0.43161058	-0.048696518	0.26789236	-0.31431818	0.1311264
7898623		0.31996584	0.03951311	-0.039513588	0.122878075	0.28968287	-0.34048748	-0.6142745	-0.12486029
7898627		-0.23625231	-0.17897797	0.8635516	0.06449652	-0.06449604	-0.628984	0.12050676	0.16970062
7898653		0.9456787	0.6967468	-0.93377686	-0.48803997	0.6482954	0.09052944	-0.090530396	-0.18055916
7898655		-0.2776823	0.099714756	0.5117979	0.017398357	-0.017398357	0.12040329	-0.06672382	-0.032630444
7898663		-0.21497154	-0.007956028	-0.26788807	0.007956028	0.61738396	0.5254798	-0.11022949	0.07353878
7898673		0.34921026	0.37406254	-0.67237616	-0.41154194	0.5190444	0.24715328	-0.6154609	-0.24715328
7898675		-0.015023708	-0.13185406	-0.16647243	-0.14419508	0.06928253	0.14786005	0.3476739	0.015024185
7898677		0.35715532	0.31831503	-1.1967158	-0.093560696	0.57682705	0.093560696	-0.16952133	-0.1974392
7898679		-0.23142004	0.17890358	-0.18927908	-0.17890358	0.35636473	0.62315655	0.2944417	-0.23505592
7898693		-0.31968403	-0.21214199	0.18726635	0.3428688	0.20298147	-0.355803	-0.18726635	0.45990133
7898707		-1.0376091	0.42785454	0.46914196	-0.5590668	0.34649658	-0.40895414	-0.18165016	0.18165064
7898713		0.55202484	0.120129585	-0.33456802	-0.61229324	0.46500206	0.2080388	-0.120129585	-0.51847696
7898721		0.24402142	0.32895947	-0.016746521	0.35625887	0.016746044	-0.016945362	-0.017160416	-0.01722002
7898723		0.10082817	0.18861294	-0.46757936	0.2816105	-0.14524698	-0.100827694	-0.29322815	0.27651787
7898725		-0.19504642	-0.49544668	0.56608105	0.39047956	0.001743317	-0.001743317	0.5293064	-0.40130138
7898732		0.06115055	-0.061151028	-0.091799736	0.10627985	-0.09162855	0.5968728	-0.09119654	0.18905544
7898734		-0.011111736	0.11776495	-0.7029815	0.2915573	-0.2762599	0.011111259	-0.4310484	0.12363148
7898736		-0.20177412	0.019892216	-0.019891739	0.24319553	0.33922815	-0.35264254	-0.5212512	0.4598503
7898739		0.01748228	0.16807842	0.76217747	-0.01748228	-0.21228123	0.043834686	-0.5702071	-0.25836086
7898750		-0.7700019	-0.13826513	0.4391365	0.45303535	-0.11186457	-0.12650633	0.11186457	0.2858138
7898773		0.108487606	-0.026800156	0.089102745	-0.3748045	-0.1690321	-1.1295476	0.122962475	0.026800156
7898793		0.18630505	0.084896564	-0.1400857	0.32416344	-0.188478	-0.084896564	0.55493593	-0.39468098
7898799		-0.005861759	0.005862236	0.31584883	-0.04706049	-0.12977171	-0.7704034	0.11561489	0.20948505
7898805		0.030188084	-0.14291143	0.8529792	0.44759512	-0.6512213	-0.94345045	0.17347193	-0.03018856
7898809		0.526793	0.24339199	-0.75902414	-0.062318802	0.25690794	0.01990366	-0.26725864	-0.01990366
7898833		-1.0507531	-0.60097265	0.33462334	0.22257614	-0.61446524	-0.072247505	0.09863663	0.072247505
7898854		-0.24165487	-0.22042799	1.1096601	0.13267994	0.05096531	-0.050964832	-0.5987387	0.51088953
7898856		0.017054081	-0.045418262	0.34549427	-0.017054558	0.25203085	-0.52608156	-0.24896336	0.4676876
7898858		0.026396275	0.18894291	-0.83395433	0.18682957	-0.23798943	0.6152692	-0.026395798	-0.54891205
7898869		0.3156705	0.05641699	-0.264956	0.24968433	-0.04395914	-0.05402136	-0.31853104	0.04395914
7898875		-0.14366817	0.003692627	-0.19844437	-0.13533592	0.16731071	0.06888008	0.06311321	-0.003691673
7898881		-0.4377246	-0.23388529	0.24388647	0.08620262	-0.013538361	0.013537884	-0.07891178	0.40862656
7898894		-0.13080454	0.32185602	-0.39376974	-0.002427578	0.002427578	-0.05149889	0.5269122	0.57982635
7898902		1.1645088	0.80576897	-0.77434397	-0.72986794	0.92226505	0.069423676	-0.069423676	-0.16830873
7898910		0.12557125	0.61215496	0.009095192	-0.01697731	0.3722477	-0.009096146	-0.15557766	-0.21246529
7898916		0.45508385	0.72304153	-0.63586473	-0.45508385	0.6044607	0.47532606	-0.5141845	-1.1621189
7898939		-0.21068811	0.07196188	0.48967505	-0.07196188	-0.09793234	0.31205988	-0.19857836	0.49785948
7898957		-0.48301363	-0.36115122	-0.17744827	0.035081863	0.11290741	1.0279207	0.42751455	-0.035081387
7898967		0.6492796	0.17635584	0.8113251	-0.50869703	0.12805319	-0.12805271	-0.8003764	-0.57982016
7898975		-0.07930279	-0.10433674	0.38876534	0.3805704	-0.28080654	-0.14851475	0.07930279	0.21771431
7898988		-0.21828508	-0.07984066	0.47236443	-0.019479752	0.019479752	-0.07177639	0.16726494	0.12474728
7898998		0.32614422	0.032933235	-0.07055521	-0.032933235	0.21521854	0.21679449	-0.12744856	-0.05310154
7899005		0.17711735	0.13014793	-0.18007517	-0.13014746	0.34234142	0.1370058	-0.2090497	-0.23130417
7899016		1.0220861	0.8458128	-0.43501234	-0.23829794	0.14182854	-0.2904234	-0.14182901	0.16346121
7899018		-0.21759892	-0.14883709	-0.16852903	0.3382516	-0.036565304	0.03656578	0.12326002	0.39507484
7899023		0.60276175	0.6060567	-0.10319948	0.0117383	0.13958168	-0.0117383	-0.18796158	-0.18414545
7899029		0.08487368	0.58591557	-0.91475344	-0.7243328	-0.06837225	-0.35364676	0.14398336	0.06837225
7899043		0.9309077	0.33027792	-0.34947062	0.04390621	0.39507103	-0.043905735	-0.71539783	-0.31493902
7899057		0.59638023	0.47337246	-1.0243444	-0.42447472	0.8002629	0.03564644	-0.03564596	-0.7098532
7899069		-0.20812654	-0.000597	0.2959056	0.38713026	0.11155605	-0.59691095	0.000597	-0.040531635
7899071		0.27289867	0.003762245	0.18115616	-0.35901356	-0.10527134	0.21436834	-0.003762722	-0.7358017
7899073		0.11482859	-0.16914558	0.222126	-0.10011101	0.09178305	-0.037652493	-0.31447887	0.03765297
7899075		0.26891327	-0.050768375	0.36209106	-0.062143326	0.050768375	-0.6345687	-0.71964025	0.26094246
7899087		0.025041103	0.5140095	-0.8863311	-0.008507729	0.008507729	-0.096297264	0.10079765	-0.2472763
7899093		0.8919935	0.67669964	-0.5502014	-0.57364464	0.67871	-0.03816223	0.03816223	-0.1092186
7899096		0.65195656	0.22902822	-0.7079015	-0.34923887	0.28532028	0.20478821	-0.20478773	-0.4045987
7899101		0.2667241	0.22597742	-0.013494015	-0.9067025	0.43944836	-0.530879	0.013493538	-0.37804794
7899124		-0.004733086	-0.09352398	0.5180135	0.19088554	-0.3196497	-0.6743698	0.004733086	0.034623146
7899134		-0.6415696	-0.14117622	0.56811	0.65822554	-0.3753152	-1.0922408	0.14117622	0.19318914
7899151		-0.1820283	-0.042104244	0.66336346	0.17053461	-0.10686493	0.04210472	-0.047742844	0.6599989
7899153		-0.23791409	0.072021484	-0.6582103	-0.61169195	0.33659554	0.22444344	0.08609104	-0.07202244
